time	cp
3626	9.56914
3628	9.56827
3630	9.56757
3632	9.56718
3634	9.56636
3636	9.56716
3638	9.56876
3640	9.57
3642	9.57211
3644	9.57442
3646	9.5767
3648	9.57921
3650	9.58169
3652	9.58322
3654	9.58529
3656	9.58697
3658	9.58812
3660	9.58943
3662	9.58965
3664	9.59086
3666	9.59126
3668	9.59192
3670	9.5919
3672	9.59188
3674	9.59296
3676	9.59338
3678	9.5938
3680	9.59408
3682	9.59456
3684	9.59607
3686	9.59644
3688	9.59709
3690	9.59756
3692	9.59698
3694	9.5968
3696	9.59657
3698	9.59636
3700	9.59798
3702	9.59847
3704	9.59873
3706	9.59816
3708	9.59796
3710	9.59834
3712	9.59802
3714	9.59931
3716	9.59841
3718	9.59897
3720	9.59844
3722	9.5984
3724	9.59822
3726	9.59849
3728	9.59827
3730	9.5979
3732	9.59838
3734	9.59806
3736	9.59829
3738	9.59944
3740	9.59871
3742	9.59843
3744	9.59938
3746	9.59903
3748	9.59877
3750	9.59958
3752	9.60006
3754	9.5996
3756	9.59938
3758	9.59962
3760	9.60043
3762	9.60023
3764	9.59987
3766	9.59982
3768	9.60031
3770	9.60033
3772	9.60023
3774	9.60015
3776	9.60077
3778	9.60041
3780	9.59967
3782	9.59891
3784	9.59931
3786	9.59987
3788	9.5998
3790	9.59836
3792	9.59846
3794	9.59952
3796	9.60002
3798	9.6009
3800	9.60048
3802	9.60057
3804	9.60097
3806	9.60061
3808	9.60047
3810	9.60035
3812	9.6006
3814	9.60058
3816	9.60143
3818	9.60128
3820	9.60128
3822	9.60101
3824	9.60066
3826	9.60039
3828	9.60054
3830	9.59962
3832	9.59985
3834	9.60039
3836	9.60087
3838	9.60136
3840	9.60102
3842	9.60126
3844	9.60148
3846	9.60162
3848	9.60137
3850	9.60133
3852	9.60226
3854	9.60219
3856	9.60194
3858	9.60233
3860	9.60318
3862	9.60403
3864	9.60364
3866	9.60344
3868	9.60291
3870	9.60245
3872	9.60327
3874	9.60348
3876	9.60234
3878	9.60218
3880	9.60149
3882	9.60169
3884	9.60149
3886	9.60098
3888	9.60064
3890	9.60097
3892	9.60122
3894	9.60113
3896	9.60137
3898	9.60063
3900	9.60013
3902	9.60083
3904	9.6014
3906	9.60127
3908	9.6021
3910	9.60181
3912	9.6021
3914	9.60188
3916	9.60192
3918	9.60125
3920	9.60175
3922	9.60295
3924	9.60387
3926	9.60285
3928	9.60248
3930	9.60346
3932	9.60341
3934	9.60272
3936	9.60197
3938	9.60228
3940	9.60188
3942	9.60093
3944	9.6018
3946	9.60251
3948	9.60221
3950	9.60245
3952	9.60237
3954	9.60273
3956	9.60225
3958	9.60305
3960	9.60315
3962	9.60334
3964	9.60269
3966	9.60067
3968	9.59824
3970	9.59606
3972	9.59462
3974	9.59243
3976	9.59005
3978	9.5891
3980	9.58705
3982	9.58392
3984	9.58122
3986	9.58151
3988	9.58242
3990	9.58288
3992	9.58193
3994	9.58094
3996	9.58077
3998	9.58106
4000	9.58201
4002	9.58392
4004	9.58619
4006	9.58824
4008	9.59011
4010	9.59173
4012	9.59313
4014	9.59343
4016	9.59353
4018	9.59442
4020	9.59579
4022	9.59632
4024	9.59718
4026	9.59809
4028	9.59851
4030	9.59879
4032	9.59862
4034	9.59891
4036	9.59974
4038	9.60029
4040	9.60106
4042	9.60123
4044	9.60136
4046	9.6011
4048	9.60182
4050	9.60193
4052	9.60178
4054	9.60126
4056	9.602
4058	9.60239
4060	9.60294
4062	9.60377
4064	9.60439
4066	9.60364
4068	9.60308
4070	9.6032
4072	9.60276
4074	9.6025
4076	9.60222
4078	9.60195
4080	9.60292
4082	9.60332
4084	9.60434
4086	9.60375
4088	9.60341
4090	9.60395
4092	9.60476
4094	9.60486
4096	9.60452
4098	9.60364
4100	9.60315
4102	9.60392
4104	9.60433
4106	9.60485
4108	9.6046
4110	9.60427
4112	9.60447
4114	9.60439
4116	9.60338
4118	9.60395
4120	9.60452
4122	9.60381
4124	9.60406
4126	9.60522
4128	9.60452
4130	9.60384
4132	9.60381
4134	9.60437
4136	9.60496
4138	9.60526
4140	9.60597
4142	9.6055
4144	9.60517
4146	9.60512
4148	9.60464
4150	9.60491
4152	9.60525
4154	9.60491
4156	9.60521
4158	9.60535
4160	9.60498
4162	9.60418
4164	9.60347
4166	9.60401
4168	9.60461
4170	9.60478
4172	9.60558
4174	9.6052
4176	9.60488
4178	9.60509
4180	9.6054
4182	9.60552
4184	9.60603
4186	9.60587
4188	9.60636
4190	9.60637
4192	9.60649
4194	9.60671
4196	9.6068
4198	9.60599
4200	9.60637
4202	9.60658
4204	9.60654
4206	9.60662
4208	9.60658
4210	9.60584
4212	9.6058
4214	9.60587
4216	9.60537
4218	9.6062
4220	9.60598
4222	9.60601
4224	9.60694
4226	9.6064
4228	9.60611
4230	9.60597
4232	9.60599
4234	9.60716
4236	9.60755
4238	9.60748
4240	9.60809
4242	9.6081
4244	9.60774
4246	9.60766
4248	9.60781
4250	9.6073
4252	9.60769
4254	9.60792
4256	9.60768
4258	9.60776
4260	9.60741
4262	9.60758
4264	9.60621
4266	9.60612
4268	9.60756
4270	9.60725
4272	9.60702
4274	9.60718
4276	9.60797
4278	9.60765
4280	9.60696
4282	9.60748
4284	9.60665
4286	9.60687
4288	9.6074
4290	9.60748
4292	9.6075
4294	9.60875
4296	9.60852
4298	9.60845
4300	9.60773
4302	9.60724
4304	9.60839
4306	9.60867
4308	9.6089
4310	9.60891
4312	9.60803
4314	9.60818
4316	9.60843
4318	9.60876
4320	9.60814
4322	9.60844
4324	9.60796
4326	9.60596
4328	9.60349
4330	9.60065
4332	9.59967
4334	9.59889
4336	9.59781
4338	9.59602
4340	9.59616
4342	9.59568
4344	9.59484
4346	9.59463
4348	9.59581
4350	9.59595
4352	9.59454
4354	9.59363
4356	9.59339
4358	9.59425
4360	9.59476
4362	9.59585
4364	9.59765
4366	9.59903
4368	9.59957
4370	9.60074
4372	9.60259
4374	9.60386
4376	9.60404
4378	9.60412
4380	9.60443
4382	9.60487
4384	9.60564
4386	9.60726
4388	9.60803
4390	9.60653
4392	9.60605
4394	9.60581
4396	9.60644
4398	9.60718
4400	9.60773
4402	9.60708
4404	9.60707
4406	9.60709
4408	9.60761
4410	9.6084
4412	9.60852
4414	9.60841
4416	9.60828
4418	9.60812
4420	9.60863
4422	9.60863
4424	9.60827
4426	9.60865
4428	9.60857
4430	9.60808
4432	9.60886
4434	9.60862
4436	9.60826
4438	9.60826
4440	9.60806
4442	9.6083
4444	9.60799
4446	9.60822
4448	9.60794
4450	9.60819
4452	9.6094
4454	9.61027
4456	9.60968
4458	9.60902
4460	9.60901
4462	9.60944
4464	9.60951
4466	9.60906
4468	9.60926
4470	9.60954
4472	9.60899
4474	9.60929
4476	9.6085
4478	9.60911
4480	9.609
4482	9.6086
4484	9.60925
4486	9.60983
4488	9.61034
4490	9.60933
4492	9.61026
4494	9.61042
4496	9.6098
4498	9.6104
4500	9.61091
4502	9.61182
4504	9.61197
4506	9.61171
4508	9.61149
4510	9.61185
4512	9.61108
4514	9.6109
4516	9.61049
4518	9.61088
4520	9.61076
4522	9.6101
4524	9.60928
4526	9.61051
4528	9.61042
4530	9.61114
4532	9.61074
4534	9.6103
4536	9.61002
4538	9.60971
4540	9.61045
4542	9.61044
4544	9.61015
4546	9.60955
4548	9.60955
4550	9.61019
4552	9.6104
4554	9.61063
4556	9.61043
4558	9.61059
4560	9.60996
4562	9.60979
4564	9.61076
4566	9.61081
4568	9.61076
4570	9.61115
4572	9.6117
4574	9.61173
4576	9.61181
4578	9.6117
4580	9.61164
4582	9.61163
4584	9.61138
4586	9.61133
4588	9.6112
4590	9.61076
4592	9.61049
4594	9.6113
4596	9.61121
4598	9.61064
4600	9.61037
4602	9.61062
4604	9.61093
4606	9.61058
4608	9.61047
4610	9.6102
4612	9.61083
4614	9.61092
4616	9.61162
4618	9.6116
4620	9.61108
4622	9.61067
4624	9.61126
4626	9.61196
4628	9.6121
4630	9.61209
4632	9.61172
4634	9.61212
4636	9.61205
4638	9.612
4640	9.61257
4642	9.61251
4644	9.61119
4646	9.61032
4648	9.61064
4650	9.61123
4652	9.61189
4654	9.61219
4656	9.61223
4658	9.61221
4660	9.61317
4662	9.61208
4664	9.6124
4666	9.61274
4668	9.61262
4670	9.61278
4672	9.61246
4674	9.61198
4676	9.61241
4678	9.61238
4680	9.61193
4682	9.61227
4684	9.61151
4686	9.61072
4688	9.60854
4690	9.6066
4692	9.606
4694	9.60566
4696	9.60603
4698	9.60595
4700	9.6056
4702	9.6051
4704	9.60423
4706	9.60653
4708	9.60793
4710	9.60796
4712	9.60772
4714	9.60692
4716	9.60628
4718	9.60675
4720	9.60717
4722	9.60749
4724	9.60853
4726	9.60986
4728	9.60985
4730	9.60998
4732	9.60908
4734	9.60861
4736	9.60922
4738	9.60985
4740	9.61047
4742	9.61122
4744	9.61097
4746	9.61172
4748	9.61113
4750	9.61128
4752	9.61165
4754	9.61197
4756	9.61217
4758	9.61238
4760	9.61194
4762	9.61147
4764	9.61244
4766	9.61254
4768	9.61176
4770	9.61183
4772	9.61225
4774	9.61277
4776	9.61292
4778	9.61224
4780	9.61264
4782	9.61313
4784	9.61371
4786	9.61301
4788	9.61393
4790	9.61485
4792	9.61483
4794	9.61369
4796	9.61326
4798	9.61255
4800	9.61254
4802	9.61384
4804	9.61339
4806	9.61308
4808	9.61327
4810	9.61461
4812	9.61489
4814	9.61489
4816	9.61463
4818	9.61448
4820	9.6148
4822	9.61535
4824	9.61492
4826	9.61399
4828	9.61389
4830	9.61391
4832	9.61374
4834	9.61344
4836	9.61397
4838	9.61427
4840	9.6144
4842	9.61374
4844	9.61386
4846	9.61308
4848	9.61305
4850	9.6135
4852	9.61405
4854	9.61474
4856	9.61472
4858	9.61496
4860	9.6148
4862	9.61476
4864	9.61467
4866	9.61456
4868	9.61516
4870	9.61517
4872	9.61548
4874	9.6149
4876	9.61455
4878	9.61414
4880	9.61432
4882	9.61604
4884	9.61524
4886	9.61429
4888	9.61416
4890	9.6152
4892	9.6145
4894	9.61466
4896	9.61562
4898	9.61564
4900	9.61529
4902	9.615
4904	9.61541
4906	9.61576
4908	9.61369
4910	9.61357
4912	9.61335
4914	9.61357
4916	9.61439
4918	9.61525
4920	9.61447
4922	9.61459
4924	9.61476
4926	9.61423
4928	9.61406
4930	9.61446
4932	9.61488
4934	9.61494
4936	9.61538
4938	9.61536
4940	9.61514
4942	9.61535
4944	9.61515
4946	9.61571
4948	9.6151
4950	9.61526
4952	9.61562
4954	9.61534
4956	9.61503
4958	9.6151
4960	9.61542
4962	9.61529
4964	9.61424
4966	9.61499
4968	9.61569
4970	9.61603
4972	9.6159
4974	9.61558
4976	9.61495
4978	9.61556
4980	9.61617
4982	9.61607
4984	9.61561
4986	9.61589
4988	9.61583
4990	9.61517
4992	9.61639
4994	9.61677
4996	9.61645
4998	9.61615
5000	9.61647
5002	9.61722
5004	9.61731
5006	9.61735
5008	9.61793
5010	9.61755
5012	9.61764
5014	9.61736
5016	9.61741
5018	9.61748
5020	9.6166
5022	9.61601
5024	9.61642
5026	9.61677
5028	9.61609
5030	9.61547
5032	9.61543
5034	9.6154
5036	9.61575
5038	9.6159
5040	9.61532
5042	9.61568
5044	9.61546
5046	9.6139
5048	9.61235
5050	9.61155
5052	9.61162
5054	9.61168
5056	9.61103
5058	9.61215
5060	9.61263
5062	9.6128
5064	9.61336
5066	9.6145
5068	9.61581
5070	9.61781
5072	9.61708
5074	9.61564
5076	9.61575
5078	9.61522
5080	9.61505
5082	9.61507
5084	9.61578
5086	9.61596
5088	9.61693
5090	9.6174
5092	9.61774
5094	9.61733
5096	9.61757
5098	9.61879
5100	9.61791
5102	9.61729
5104	9.61778
5106	9.61728
5108	9.61662
5110	9.61701
5112	9.61761
5114	9.61721
5116	9.61697
5118	9.61678
5120	9.61635
5122	9.61601
5124	9.61657
5126	9.61668
5128	9.61636
5130	9.61637
5132	9.61583
5134	9.61632
5136	9.61633
5138	9.61743
5140	9.61681
5142	9.61665
5144	9.61685
5146	9.61793
5148	9.61782
5150	9.61794
5152	9.61786
5154	9.61798
5156	9.61756
5158	9.61769
5160	9.61719
5162	9.61722
5164	9.617
5166	9.61673
5168	9.61781
5170	9.61841
5172	9.61811
5174	9.61823
5176	9.61843
5178	9.61881
5180	9.61815
5182	9.61817
5184	9.61784
5186	9.61781
5188	9.61815
5190	9.61879
5192	9.6191
5194	9.61917
5196	9.6192
5198	9.61897
5200	9.61775
5202	9.6171
5204	9.61711
5206	9.61796
5208	9.61898
5210	9.61873
5212	9.61752
5214	9.61818
5216	9.61806
5218	9.61833
5220	9.61823
5222	9.61798
5224	9.61753
5226	9.61832
5228	9.61864
5230	9.61903
5232	9.61915
5234	9.61825
5236	9.61791
5238	9.61801
5240	9.61869
5242	9.61901
5244	9.61909
5246	9.61916
5248	9.61994
5250	9.62016
5252	9.61971
5254	9.61965
5256	9.62017
5258	9.62013
5260	9.61948
5262	9.61904
5264	9.62002
5266	9.62028
5268	9.62031
5270	9.62012
5272	9.62078
5274	9.62122
5276	9.62099
5278	9.62021
5280	9.61968
5282	9.61918
5284	9.61896
5286	9.61777
5288	9.61793
5290	9.61807
5292	9.6182
5294	9.61765
5296	9.61803
5298	9.61915
5300	9.6194
5302	9.61823
5304	9.61848
5306	9.61834
5308	9.61809
5310	9.61947
5312	9.61963
5314	9.61978
5316	9.61928
5318	9.61932
5320	9.61953
5322	9.61926
5324	9.61901
5326	9.61883
5328	9.62018
5330	9.62081
5332	9.61973
5334	9.62001
5336	9.62047
5338	9.62009
5340	9.62107
5342	9.62177
5344	9.62114
5346	9.62101
5348	9.62104
5350	9.62063
5352	9.62032
5354	9.62047
5356	9.62036
5358	9.62031
5360	9.6203
5362	9.62055
5364	9.62075
5366	9.62046
5368	9.62017
5370	9.61993
5372	9.61999
5374	9.6204
5376	9.61959
5378	9.6201
5380	9.62007
5382	9.62063
5384	9.62072
5386	9.62047
5388	9.62021
5390	9.61996
5392	9.62049
5394	9.62101
5396	9.62075
5398	9.62064
5400	9.62059
5402	9.62044
5404	9.6204
5406	9.61856
5408	9.61639
5410	9.61503
5412	9.61487
5414	9.61591
5416	9.61761
5418	9.61854
5420	9.61835
5422	9.61812
5424	9.61859
5426	9.62153
5428	9.62365
5430	9.62513
5432	9.62475
5434	9.62333
5436	9.6224
5438	9.62076
5440	9.62114
5442	9.62193
5444	9.62321
5446	9.62363
5448	9.62373
5450	9.62321
5452	9.62354
5454	9.62378
5456	9.62341
5458	9.62292
5460	9.62229
5462	9.62128
5464	9.6213
5466	9.62192
5468	9.62224
5470	9.62177
5472	9.62084
5474	9.62103
5476	9.62106
5478	9.62116
5480	9.621
5482	9.62104
5484	9.62162
5486	9.62097
5488	9.62087
5490	9.62124
5492	9.62091
5494	9.62054
5496	9.62135
5498	9.62138
5500	9.6221
5502	9.62159
5504	9.62145
5506	9.62246
5508	9.62291
5510	9.62294
5512	9.62246
5514	9.62159
5516	9.62139
5518	9.6218
5520	9.62207
5522	9.62215
5524	9.62207
5526	9.62173
5528	9.62163
5530	9.62129
5532	9.62152
5534	9.62181
5536	9.62166
5538	9.62188
5540	9.62154
5542	9.62203
5544	9.62216
5546	9.62195
5548	9.62195
5550	9.62158
5552	9.62175
5554	9.62182
5556	9.62182
5558	9.62119
5560	9.6211
5562	9.6215
5564	9.62236
5566	9.62233
5568	9.6221
5570	9.62193
5572	9.62257
5574	9.62211
5576	9.62171
5578	9.62204
5580	9.62182
5582	9.62251
5584	9.62201
5586	9.62176
5588	9.62227
5590	9.62157
5592	9.62181
5594	9.62217
5596	9.62236
5598	9.62207
5600	9.62305
5602	9.62393
5604	9.6244
5606	9.62332
5608	9.62337
5610	9.62366
5612	9.624
5614	9.62302
5616	9.62251
5618	9.62365
5620	9.62289
5622	9.62193
5624	9.62205
5626	9.62151
5628	9.62225
5630	9.6235
5632	9.62373
5634	9.62319
5636	9.62215
5638	9.62183
5640	9.62223
5642	9.62279
5644	9.62329
5646	9.62254
5648	9.62197
5650	9.62283
5652	9.62285
5654	9.62366
5656	9.62383
5658	9.62377
5660	9.62299
5662	9.62244
5664	9.62319
5666	9.62359
5668	9.62288
5670	9.62299
5672	9.62265
5674	9.62145
5676	9.62244
5678	9.62391
5680	9.62304
5682	9.62281
5684	9.62308
5686	9.6226
5688	9.62335
5690	9.62297
5692	9.62257
5694	9.62305
5696	9.62396
5698	9.62396
5700	9.62357
5702	9.62349
5704	9.62254
5706	9.62258
5708	9.62326
5710	9.62243
5712	9.62321
5714	9.6244
5716	9.6247
5718	9.62412
5720	9.62435
5722	9.62496
5724	9.62458
5726	9.62484
5728	9.62402
5730	9.62397
5732	9.62415
5734	9.62319
5736	9.62371
5738	9.62383
5740	9.62387
5742	9.62328
5744	9.62343
5746	9.62356
5748	9.6238
5750	9.62389
5752	9.62351
5754	9.62319
5756	9.62298
5758	9.62307
5760	9.62297
5762	9.62222
5764	9.62344
5766	9.62279
5768	9.62082
5770	9.6196
5772	9.61947
5774	9.6205
5776	9.62112
5778	9.62194
5780	9.62259
5782	9.6237
5784	9.62483
5786	9.62653
5788	9.62882
5790	9.63029
5792	9.63096
5794	9.63035
5796	9.62942
5798	9.62955
5800	9.62955
5802	9.62945
5804	9.62946
5806	9.62919
5808	9.62922
5810	9.6287
5812	9.62893
5814	9.6285
5816	9.62833
5818	9.62814
5820	9.62794
5822	9.62829
5824	9.62849
5826	9.62782
5828	9.62693
5830	9.62611
5832	9.62458
5834	9.62469
5836	9.625
5838	9.62576
5840	9.62585
5842	9.62559
5844	9.62537
5846	9.62608
5848	9.62713
5850	9.6264
5852	9.62641
5854	9.62705
5856	9.62565
5858	9.62466
5860	9.62505
5862	9.62531
5864	9.6254
5866	9.62496
5868	9.62475
5870	9.62485
5872	9.62453
5874	9.62423
5876	9.62521
5878	9.62502
5880	9.62481
5882	9.62518
5884	9.62484
5886	9.62486
5888	9.62477
5890	9.62467
5892	9.62428
5894	9.62437
5896	9.6252
5898	9.62461
5900	9.62522
5902	9.62462
5904	9.6245
5906	9.62407
5908	9.62461
5910	9.62538
5912	9.62464
5914	9.62497
5916	9.62487
5918	9.62459
5920	9.62492
5922	9.62515
5924	9.62605
5926	9.62652
5928	9.62583
5930	9.62606
5932	9.62646
5934	9.62689
5936	9.62621
5938	9.62585
5940	9.62672
5942	9.6268
5944	9.62622
5946	9.62677
5948	9.62685
5950	9.62653
5952	9.62607
5954	9.62563
5956	9.62652
5958	9.62732
5960	9.62649
5962	9.62585
5964	9.62597
5966	9.62562
5968	9.62557
5970	9.62655
5972	9.62737
5974	9.6274
5976	9.62644
5978	9.62614
5980	9.62556
5982	9.62574
5984	9.62589
5986	9.62671
5988	9.62658
5990	9.62618
5992	9.6269
5994	9.62581
5996	9.62595
5998	9.62636
6000	9.62614
6002	9.62658
6004	9.6262
6006	9.62522
6008	9.62599
6010	9.62558
6012	9.62542
6014	9.62535
6016	9.62505
6018	9.62508
6020	9.62563
6022	9.62612
6024	9.62554
6026	9.62535
6028	9.62578
6030	9.62596
6032	9.62608
6034	9.6262
6036	9.62651
6038	9.62676
6040	9.62675
6042	9.62588
6044	9.62556
6046	9.62594
6048	9.62606
6050	9.6267
6052	9.62746
6054	9.62689
6056	9.6255
6058	9.62494
6060	9.62591
6062	9.62755
6064	9.62675
6066	9.62705
6068	9.62674
6070	9.62667
6072	9.62689
6074	9.62775
6076	9.62736
6078	9.62744
6080	9.62696
6082	9.62714
6084	9.62719
6086	9.62735
6088	9.62695
6090	9.62736
6092	9.62714
6094	9.62733
6096	9.62742
6098	9.62666
6100	9.62567
6102	9.62593
6104	9.627
6106	9.62645
6108	9.62559
6110	9.62589
6112	9.62658
6114	9.62745
6116	9.62739
6118	9.62731
6120	9.6273
6122	9.62738
6124	9.62782
6126	9.62664
6128	9.62502
6130	9.62347
6132	9.62379
6134	9.62516
6136	9.6256
6138	9.62702
6140	9.62788
6142	9.62972
6144	9.63055
6146	9.63187
6148	9.63452
6150	9.63665
6152	9.6368
6154	9.63665
6156	9.636
6158	9.6351
6160	9.63432
6162	9.63393
6164	9.63322
6166	9.63373
6168	9.63415
6170	9.63323
6172	9.6334
6174	9.63322
6176	9.63218
6178	9.63161
6180	9.63086
6182	9.63101
6184	9.63061
6186	9.62969
6188	9.6301
6190	9.63048
6192	9.62953
6194	9.62871
6196	9.6292
6198	9.6296
6200	9.63007
6202	9.62974
6204	9.62999
6206	9.63014
6208	9.62935
6210	9.62934
6212	9.62968
6214	9.62931
6216	9.62962
6218	9.62977
6220	9.62879
6222	9.62817
6224	9.62854
6226	9.62936
6228	9.62901
6230	9.62875
6232	9.6291
6234	9.62848
6236	9.62811
6238	9.62913
6240	9.629
6242	9.62825
6244	9.62901
6246	9.62975
6248	9.63042
6250	9.62995
6252	9.62988
6254	9.63021
6256	9.62903
6258	9.62884
6260	9.62852
6262	9.6277
6264	9.62722
6266	9.62797
6268	9.62872
6270	9.62846
6272	9.62833
6274	9.62847
6276	9.62822
6278	9.62847
6280	9.62902
6282	9.62911
6284	9.62988
6286	9.62985
6288	9.62956
6290	9.6297
6292	9.629
6294	9.62856
6296	9.62871
6298	9.62885
6300	9.62926
6302	9.62845
6304	9.62872
6306	9.629
6308	9.62987
6310	9.62921
6312	9.62885
6314	9.62859
6316	9.62843
6318	9.62872
6320	9.62899
6322	9.62878
6324	9.62846
6326	9.62922
6328	9.62935
6330	9.62881
6332	9.62901
6334	9.62893
6336	9.62889
6338	9.62922
6340	9.62904
6342	9.62906
6344	9.62917
6346	9.62964
6348	9.62951
6350	9.62873
6352	9.62889
6354	9.62858
6356	9.6288
6358	9.62914
6360	9.62885
6362	9.62899
6364	9.62846
6366	9.62875
6368	9.62939
6370	9.62938
6372	9.62897
6374	9.62899
6376	9.62865
6378	9.62832
6380	9.62856
6382	9.62893
6384	9.62867
6386	9.62897
6388	9.62963
6390	9.63006
6392	9.62995
6394	9.63001
6396	9.62982
6398	9.62889
6400	9.62875
6402	9.63007
6404	9.63017
6406	9.62931
6408	9.62896
6410	9.62944
6412	9.62898
6414	9.62873
6416	9.62852
6418	9.62969
6420	9.63072
6422	9.63088
6424	9.63029
6426	9.63001
6428	9.62941
6430	9.62936
6432	9.62968
6434	9.62931
6436	9.62968
6438	9.62962
6440	9.6296
6442	9.63031
6444	9.63043
6446	9.62976
6448	9.62965
6450	9.62984
6452	9.63058
6454	9.6297
6456	9.62895
6458	9.62999
6460	9.63032
6462	9.63108
6464	9.63166
6466	9.6312
6468	9.63069
6470	9.63068
6472	9.62988
6474	9.63019
6476	9.63076
6478	9.63048
6480	9.62995
6482	9.62898
6484	9.62987
6486	9.62926
6488	9.6279
6490	9.62539
6492	9.62558
6494	9.62721
6496	9.62987
6498	9.63007
6500	9.63082
6502	9.63163
6504	9.63385
6506	9.63673
6508	9.63979
6510	9.64249
6512	9.64297
6514	9.6426
6516	9.64158
6518	9.6401
6520	9.63994
6522	9.63981
6524	9.63882
6526	9.63757
6528	9.63676
6530	9.63666
6532	9.63754
6534	9.63758
6536	9.63668
6538	9.63579
6540	9.63484
6542	9.63413
6544	9.63332
6546	9.63293
6548	9.63381
6550	9.63424
6552	9.63396
6554	9.63321
6556	9.63266
6558	9.63229
6560	9.6325
6562	9.63266
6564	9.63281
6566	9.63245
6568	9.63143
6570	9.63124
6572	9.63099
6574	9.63189
6576	9.63209
6578	9.63146
6580	9.63076
6582	9.63107
6584	9.63044
6586	9.63082
6588	9.63088
6590	9.63126
6592	9.63095
6594	9.62979
6596	9.63011
6598	9.63059
6600	9.63025
6602	9.62986
6604	9.63044
6606	9.63058
6608	9.63087
6610	9.63177
6612	9.63135
6614	9.63128
6616	9.63124
6618	9.63085
6620	9.6307
6622	9.63077
6624	9.63142
6626	9.63198
6628	9.63178
6630	9.63192
6632	9.63108
6634	9.63174
6636	9.63199
6638	9.63178
6640	9.63221
6642	9.6327
6644	9.63419
6646	9.63367
6648	9.63268
6650	9.63264
6652	9.63127
6654	9.63092
6656	9.63087
6658	9.63139
6660	9.63128
6662	9.6314
6664	9.63234
6666	9.63203
6668	9.63169
6670	9.63193
6672	9.63174
6674	9.63173
6676	9.63235
6678	9.63203
6680	9.63247
6682	9.63176
6684	9.63147
6686	9.63216
6688	9.63224
6690	9.63177
6692	9.63109
6694	9.63137
6696	9.63116
6698	9.6316
6700	9.63257
6702	9.63317
6704	9.63233
6706	9.63172
6708	9.63141
6710	9.63171
6712	9.63214
6714	9.63177
6716	9.63173
6718	9.63183
6720	9.63201
6722	9.63203
6724	9.63272
6726	9.6326
6728	9.63193
6730	9.63216
6732	9.63231
6734	9.63207
6736	9.63167
6738	9.63185
6740	9.63214
6742	9.6318
6744	9.63182
6746	9.63115
6748	9.63139
6750	9.63175
6752	9.63259
6754	9.63227
6756	9.63163
6758	9.63236
6760	9.63331
6762	9.63235
6764	9.63266
6766	9.63304
6768	9.63183
6770	9.63183
6772	9.63223
6774	9.63193
6776	9.63182
6778	9.6321
6780	9.63283
6782	9.63328
6784	9.63272
6786	9.63264
6788	9.6331
6790	9.63272
6792	9.63297
6794	9.63328
6796	9.6327
6798	9.63116
6800	9.63038
6802	9.63077
6804	9.63147
6806	9.63199
6808	9.63199
6810	9.63159
6812	9.6328
6814	9.63334
6816	9.63203
6818	9.63187
6820	9.63262
6822	9.63243
6824	9.63236
6826	9.63225
6828	9.63277
6830	9.63207
6832	9.63195
6834	9.63208
6836	9.63173
6838	9.6319
6840	9.63177
6842	9.63214
6844	9.63233
6846	9.63168
6848	9.62992
6850	9.62829
6852	9.62819
6854	9.62928
6856	9.63123
6858	9.6326
6860	9.63458
6862	9.63696
6864	9.63758
6866	9.63982
6868	9.64323
6870	9.64596
6872	9.64716
6874	9.64662
6876	9.64486
6878	9.64377
6880	9.6431
6882	9.64271
6884	9.64184
6886	9.6406
6888	9.64066
6890	9.64039
6892	9.64026
6894	9.64071
6896	9.6403
6898	9.63837
6900	9.63743
6902	9.63733
6904	9.63793
6906	9.6377
6908	9.63688
6910	9.63595
6912	9.63642
6914	9.63594
6916	9.63564
6918	9.63526
6920	9.6357
6922	9.63537
6924	9.63513
6926	9.63488
6928	9.63465
6930	9.63423
6932	9.63427
6934	9.63389
6936	9.63369
6938	9.63359
6940	9.63295
6942	9.63282
6944	9.63384
6946	9.63431
6948	9.63433
6950	9.63352
6952	9.63361
6954	9.63332
6956	9.6343
6958	9.63432
6960	9.6348
6962	9.63574
6964	9.63512
6966	9.63439
6968	9.63465
6970	9.63487
6972	9.63484
6974	9.63463
6976	9.63365
6978	9.63379
6980	9.63363
6982	9.63343
6984	9.63395
6986	9.63354
6988	9.6336
6990	9.63358
6992	9.63491
6994	9.6351
6996	9.63471
6998	9.63338
7000	9.63313
7002	9.6334
7004	9.63342
7006	9.63367
7008	9.6339
7010	9.63352
7012	9.63334
7014	9.63331
7016	9.63337
7018	9.63386
7020	9.6339
7022	9.63386
7024	9.63364
7026	9.63445
7028	9.63434
7030	9.6341
7032	9.63322
7034	9.63365
7036	9.63473
7038	9.63513
7040	9.63486
7042	9.63488
7044	9.63471
7046	9.63362
7048	9.63472
7050	9.63559
7052	9.63481
7054	9.63525
7056	9.63547
7058	9.63533
7060	9.63486
7062	9.63447
7064	9.63381
7066	9.63425
7068	9.63441
7070	9.63327
7072	9.63335
7074	9.63356
7076	9.63415
7078	9.63476
7080	9.63473
7082	9.63448
7084	9.63508
7086	9.63462
7088	9.63351
7090	9.63429
7092	9.63372
7094	9.6338
7096	9.63352
7098	9.63387
7100	9.63358
7102	9.63384
7104	9.63452
7106	9.63466
7108	9.63402
7110	9.63348
7112	9.63169
7114	9.63171
7116	9.63209
7118	9.63272
7120	9.63346
7122	9.63369
7124	9.63402
7126	9.63458
